origin_date,sku_id,lead_time_days,current_stock,predicted_lead_demand,baseline_flag,candidate_flag,event_next_lead,forward_warning_event,warning_lead_days,risk_state
2026-05-04,SKU-1005,10,2528.0,1137.3371109541602,False,False,False,False,,Overstock
2026-05-04,SKU-1006,10,7001.0,4834.866408035659,False,False,False,False,,Healthy
2026-05-04,SKU-1007,14,4618.0,5995.737655268073,True,True,False,False,,Watch
2026-05-04,SKU-1008,5,578.0,445.67612130969854,False,False,False,False,,Healthy
2026-05-04,SKU-1009,14,5725.0,5342.057253731749,False,False,False,False,,Healthy
2026-05-04,SKU-1010,3,0.0,584.384358173273,True,True,False,False,,Critical
2026-05-04,SKU-1011,14,5155.0,2670.402378806969,False,False,False,False,,Overstock
2026-05-04,SKU-1012,14,5275.0,6155.3044195492585,True,True,False,False,,Watch
2026-05-04,SKU-1013,10,4528.0,4718.770457067232,True,True,False,False,,Watch
2026-05-04,SKU-1014,7,2811.0,2018.0888261534005,False,False,False,False,,Healthy
2026-05-04,SKU-1015,7,2323.0,2562.630896497996,True,True,False,False,,Watch
2026-05-04,SKU-1016,14,4899.0,3479.6065948070295,False,False,False,False,,Healthy
2026-05-04,SKU-1017,3,0.0,961.9254712570347,True,True,False,False,,Critical
2026-05-04,SKU-1018,14,3086.0,4052.6145615847336,True,True,False,False,,Watch
2026-05-04,SKU-1019,14,8940.0,7817.389651862733,False,False,False,False,,Healthy
2026-05-04,SKU-1020,14,4410.0,5780.054303977425,True,True,False,False,,Watch
2026-05-04,SKU-1021,10,4325.0,4115.156450987267,False,False,False,False,,Healthy
2026-05-04,SKU-1022,3,611.0,598.4965432985424,False,False,False,False,,Healthy
2026-05-04,SKU-1023,7,3761.0,1646.3783787686573,False,False,False,False,,Overstock
2026-05-04,SKU-1024,7,3398.0,1694.3645780659106,False,False,False,False,,Overstock
2026-05-05,SKU-1000,7,651.0,840.6710784086345,True,True,False,False,,Watch
2026-05-05,SKU-1001,5,2108.0,2355.2093387629484,True,True,True,True,5.0,Watch
2026-05-05,SKU-1002,3,311.0,744.6277001048508,True,True,False,False,,Critical
2026-05-05,SKU-1003,7,2665.0,1398.9518793614484,False,False,False,False,,Healthy
2026-05-05,SKU-1004,7,1386.0,1237.573430599706,False,False,False,False,,Healthy
2026-05-05,SKU-1005,10,2418.0,1138.2681860013893,False,False,False,False,,Overstock
2026-05-05,SKU-1006,10,6404.0,4895.926795148333,False,False,False,False,,Healthy
2026-05-05,SKU-1007,14,11757.0,5892.299967643404,False,False,False,False,,Healthy
2026-05-05,SKU-1008,5,481.0,448.00775037070383,False,False,False,False,,Healthy
2026-05-05,SKU-1009,14,5269.0,5216.60819232363,False,False,False,False,,Healthy
2026-05-05,SKU-1010,3,574.0,618.9480590876699,True,True,False,False,,Critical
2026-05-05,SKU-1011,14,4921.0,2641.494949679838,False,False,False,False,,Overstock
2026-05-05,SKU-1012,14,11472.0,6112.083516910128,False,False,False,False,,Overstock
2026-05-05,SKU-1013,10,4140.0,4585.081671765673,True,True,False,False,,Watch
2026-05-05,SKU-1014,7,2548.0,2000.7488915563222,False,False,False,False,,Healthy
2026-05-05,SKU-1015,7,1923.0,2557.3863354766418,True,True,False,False,,Watch
2026-05-05,SKU-1016,14,4605.0,3493.3970404470297,False,False,False,False,,Healthy
2026-05-05,SKU-1017,3,545.0,959.0901055291237,True,True,False,False,,Critical
2026-05-05,SKU-1018,14,7750.0,4109.275314989387,False,False,False,False,,Healthy
2026-05-05,SKU-1019,14,8350.0,7821.228484073607,False,False,False,False,,Healthy
2026-05-05,SKU-1020,14,4106.0,5760.8001751996135,True,True,False,False,,Watch
2026-05-05,SKU-1021,10,3929.0,4173.836679263641,True,True,False,False,,Watch
2026-05-05,SKU-1022,3,481.0,581.3443417848209,True,True,False,False,,Watch
2026-05-05,SKU-1023,7,3515.0,1643.0964943365366,False,False,False,False,,Overstock
2026-05-05,SKU-1024,7,3190.0,1730.4872659992345,False,False,False,False,,Healthy
2026-05-06,SKU-1000,7,1435.0,802.4343180986533,False,False,False,False,,Healthy
2026-05-06,SKU-1001,5,1632.0,2378.5886001257654,True,True,True,True,4.0,Watch
2026-05-06,SKU-1002,3,782.0,682.9041516981428,False,True,False,False,,Watch
2026-05-06,SKU-1003,7,2467.0,1372.976257145625,False,False,False,False,,Healthy
2026-05-06,SKU-1004,7,1152.0,1253.0835197096485,True,True,False,False,,Watch
2026-05-06,SKU-1005,10,2340.0,1152.1149068943255,False,False,False,False,,Overstock
2026-05-06,SKU-1006,10,5794.0,4919.365394451809,False,False,False,False,,Healthy
2026-05-06,SKU-1007,14,11296.0,5810.471813364083,False,False,False,False,,Overstock
2026-05-06,SKU-1008,5,394.0,430.751369294245,True,True,False,False,,Watch
2026-05-06,SKU-1009,14,4689.0,5306.520438364492,True,True,False,False,,Watch
2026-05-06,SKU-1010,3,320.0,538.9879516103728,True,True,False,False,,Critical
2026-05-06,SKU-1011,14,4692.0,2662.297140709098,False,False,False,False,,Healthy
2026-05-06,SKU-1012,14,11021.0,6118.714953002683,False,False,False,False,,Healthy
2026-05-06,SKU-1013,10,3676.0,4549.246185283704,True,True,False,False,,Watch
2026-05-06,SKU-1014,7,2136.0,2010.139944186572,False,False,False,False,,Healthy
2026-05-06,SKU-1015,7,1477.0,2557.9587002470857,True,True,False,False,,Watch
2026-05-06,SKU-1016,14,4136.0,3571.8940857108937,False,False,False,False,,Healthy
2026-05-06,SKU-1017,3,1100.0,888.6593062122132,False,False,False,False,,Healthy
2026-05-06,SKU-1018,14,7215.0,3955.1429244600163,False,False,False,False,,Healthy
2026-05-06,SKU-1019,14,7755.0,7885.233334224033,True,True,False,False,,Watch
2026-05-06,SKU-1020,14,3930.0,5589.023794720672,True,True,False,False,,Watch
2026-05-06,SKU-1021,10,8134.0,4010.9769565392253,False,False,False,False,,Overstock
2026-05-06,SKU-1022,3,266.0,546.2325576699792,True,True,False,False,,Watch
2026-05-06,SKU-1023,7,3217.0,1628.4814550175531,False,False,False,False,,Overstock
2026-05-06,SKU-1024,7,2899.0,1744.2997201946985,False,False,False,False,,Healthy
2026-05-07,SKU-1000,7,1333.0,782.95262226387,False,False,False,False,,Healthy
2026-05-07,SKU-1001,5,1177.0,2368.1674863954463,True,True,True,True,3.0,Watch
2026-05-07,SKU-1002,3,525.0,673.614171315059,True,True,True,True,3.0,Watch
2026-05-07,SKU-1003,7,2261.0,1374.6885334578433,False,False,False,False,,Healthy
2026-05-07,SKU-1004,7,967.0,1248.0198616613093,True,True,True,True,7.0,Watch
2026-05-07,SKU-1005,10,2249.0,1146.8583426915636,False,False,False,False,,Overstock
2026-05-07,SKU-1006,10,5196.0,4788.4590705792025,False,True,False,False,,Watch
2026-05-07,SKU-1007,14,10799.0,5809.938301924952,False,False,False,False,,Overstock
2026-05-07,SKU-1008,5,943.0,408.15870361941165,False,False,False,False,,Overstock
2026-05-07,SKU-1009,14,4333.0,5221.0570376726255,True,True,False,False,,Watch
2026-05-07,SKU-1010,3,1016.0,512.565996736731,False,False,False,False,,Healthy
2026-05-07,SKU-1011,14,4564.0,2503.9562139678587,False,False,False,False,,Overstock
2026-05-07,SKU-1012,14,10622.0,6202.791036351987,False,False,False,False,,Healthy
2026-05-07,SKU-1013,10,3182.0,4695.685610464267,True,True,False,False,,Watch
2026-05-07,SKU-1014,7,1760.0,2009.4671070828476,True,True,False,False,,Watch
2026-05-07,SKU-1015,7,556.0,2546.6705875537878,True,True,False,False,,Critical
2026-05-07,SKU-1016,14,3884.0,3520.241860524311,False,False,False,False,,Healthy
2026-05-07,SKU-1017,3,732.0,931.4559619409098,True,True,True,True,3.0,Watch
2026-05-07,SKU-1018,14,6949.0,3980.939829201249,False,False,False,False,,Healthy
2026-05-07,SKU-1019,14,7022.0,7905.247776414949,True,True,False,False,,Watch
2026-05-07,SKU-1020,14,3373.0,5641.698303175437,True,True,False,False,,Watch
2026-05-07,SKU-1021,10,7737.0,4021.1705263730146,False,False,False,False,,Overstock
2026-05-07,SKU-1022,3,634.0,506.5393549983917,False,False,False,False,,Healthy
2026-05-07,SKU-1023,7,2973.0,1630.195003380266,False,False,False,False,,Overstock
2026-05-07,SKU-1024,7,2612.0,1781.8523138144183,False,False,False,False,,Healthy
2026-05-08,SKU-1000,7,1271.0,799.668547560987,False,False,False,False,,Healthy
2026-05-08,SKU-1001,5,742.0,2470.1911605245905,True,True,True,True,2.0,Critical
2026-05-08,SKU-1002,3,277.0,681.8778543257507,True,True,True,True,2.0,Watch
2026-05-08,SKU-1004,7,824.0,1261.101504023134,True,True,True,True,6.0,Watch
2026-05-08,SKU-1005,10,2164.0,1116.7448001505675,False,False,False,False,,Overstock
2026-05-08,SKU-1006,10,4705.0,4905.376842415537,True,True,False,False,,Watch
2026-05-08,SKU-1007,14,10202.0,6010.931067399771,False,False,False,False,,Overstock
2026-05-08,SKU-1008,5,855.0,425.06048601110814,False,False,False,False,,Healthy
2026-05-08,SKU-1009,14,4025.0,5234.204656836338,True,True,False,False,,Watch
2026-05-08,SKU-1010,3,807.0,494.77474876757816,False,False,False,False,,Healthy
2026-05-08,SKU-1011,14,4363.0,2475.132323124197,False,False,False,False,,Overstock
2026-05-08,SKU-1012,14,10218.0,6071.091990901393,False,False,False,False,,Healthy
2026-05-08,SKU-1013,10,7693.0,4702.606397395753,False,False,False,False,,Healthy
2026-05-08,SKU-1014,7,4375.0,2016.6958517599255,False,False,False,False,,Overstock
2026-05-08,SKU-1015,7,257.0,2552.9461575079595,True,True,False,False,,Critical
2026-05-08,SKU-1016,14,3711.0,3486.3824126592613,False,False,False,False,,Healthy
2026-05-08,SKU-1017,3,427.0,929.636882942763,True,True,True,True,2.0,Watch
2026-05-08,SKU-1018,14,6703.0,3906.2193467373595,False,False,False,False,,Healthy
2026-05-08,SKU-1019,14,6388.0,7949.943715936057,True,True,False,False,,Critical
2026-05-08,SKU-1020,14,8807.0,5542.722229102561,False,False,False,False,,Healthy
2026-05-08,SKU-1021,10,7436.0,4047.969292521923,False,False,False,False,,Healthy
2026-05-08,SKU-1022,3,423.0,497.3741979161575,True,True,False,False,,Watch
2026-05-08,SKU-1023,7,2790.0,1695.1697881301704,False,False,False,False,,Healthy
2026-05-08,SKU-1024,7,2317.0,1814.1834845893181,False,False,False,False,,Healthy
2026-05-09,SKU-1000,7,1185.0,807.6686486100796,False,False,False,False,,Healthy
2026-05-09,SKU-1001,5,358.0,2271.6113968463965,True,True,True,True,1.0,Critical
2026-05-09,SKU-1002,3,79.0,730.101741865611,True,True,True,True,1.0,Watch
2026-05-09,SKU-1003,7,1999.0,1390.886363922354,False,False,False,False,,Healthy
2026-05-09,SKU-1004,7,695.0,1261.3882546910825,True,True,True,True,5.0,Watch
2026-05-09,SKU-1005,10,2067.0,1106.9672399301742,False,False,False,False,,Overstock
2026-05-09,SKU-1006,10,9221.0,4962.788458135008,False,False,False,False,,Healthy
2026-05-09,SKU-1007,14,9751.0,6115.480047042684,False,False,False,False,,Healthy
2026-05-09,SKU-1008,5,798.0,432.26165132506685,False,False,False,False,,Healthy
2026-05-09,SKU-1009,14,3699.0,5351.445515429761,True,True,False,False,,Watch
2026-05-09,SKU-1010,3,642.0,558.5263159464855,False,False,False,False,,Healthy
2026-05-09,SKU-1011,14,4245.0,2485.341858263343,False,False,False,False,,Healthy
2026-05-09,SKU-1012,14,9797.0,6124.553540088965,False,False,False,False,,Healthy
2026-05-09,SKU-1013,10,7328.0,4794.633337354115,False,False,False,False,,Healthy
2026-05-09,SKU-1014,7,4133.0,2027.0911939731602,False,False,False,False,,Overstock
2026-05-09,SKU-1015,7,3060.0,2587.147081300394,False,False,False,False,,Healthy
2026-05-09,SKU-1016,14,3471.0,3517.057826800357,True,True,False,False,,Watch
2026-05-09,SKU-1017,3,103.0,973.9255336244071,True,True,True,True,1.0,Watch
2026-05-09,SKU-1018,14,6487.0,3877.9080308486973,False,False,False,False,,Overstock
2026-05-09,SKU-1019,14,5997.0,7799.498234445501,True,True,False,False,,Watch
2026-05-09,SKU-1020,14,8385.0,5631.6871680842705,False,False,False,False,,Healthy
2026-05-09,SKU-1021,10,7132.0,4337.552830016692,False,False,False,False,,Healthy
2026-05-09,SKU-1022,3,289.0,531.781838266923,True,True,False,False,,Watch
2026-05-09,SKU-1023,7,2596.0,1667.681575604292,False,False,False,False,,Healthy
2026-05-09,SKU-1024,7,2088.0,1827.43382934114,False,False,False,False,,Healthy
2026-05-10,SKU-1000,7,1092.0,796.5319364515422,False,False,False,False,,Healthy
2026-05-10,SKU-1001,5,0.0,2288.5153606828794,True,True,True,False,1.0,Critical
2026-05-10,SKU-1002,3,0.0,774.5231654425133,True,True,True,False,1.0,Critical
2026-05-10,SKU-1003,7,1785.0,1411.2132550268502,False,False,False,False,,Healthy
2026-05-10,SKU-1004,7,562.0,1230.4346594938334,True,True,True,True,4.0,Watch
2026-05-10,SKU-1005,10,1980.0,1097.300443216118,False,False,False,False,,Overstock
2026-05-10,SKU-1006,10,8723.0,5000.751723405809,False,False,False,False,,Overstock
2026-05-10,SKU-1007,14,9358.0,6233.920827950929,False,False,False,False,,Healthy
2026-05-10,SKU-1008,5,710.0,434.2098462926051,False,False,False,False,,Healthy
2026-05-10,SKU-1009,14,3385.0,5362.658738193884,True,True,False,False,,Watch
2026-05-10,SKU-1010,3,485.0,594.7099812413563,True,True,False,False,,Watch
2026-05-10,SKU-1011,14,4083.0,2524.881542271298,False,False,False,False,,Healthy
2026-05-10,SKU-1012,14,9410.0,5989.443684389824,False,False,False,False,,Healthy
2026-05-10,SKU-1013,10,6387.0,4795.8807426633375,False,False,False,False,,Healthy
2026-05-10,SKU-1014,7,3892.0,2030.3199698687242,False,False,False,False,,Healthy
2026-05-10,SKU-1015,7,2751.0,2621.8560751917944,False,False,False,False,,Healthy
2026-05-10,SKU-1016,14,3072.0,3617.480578598079,True,True,False,False,,Watch
2026-05-10,SKU-1017,3,0.0,1036.2950022381626,True,True,True,False,1.0,Critical
2026-05-10,SKU-1018,14,6222.0,3904.617256545488,False,False,False,False,,Healthy
2026-05-10,SKU-1019,14,5419.0,7916.981670050089,True,True,False,False,,Watch
2026-05-10,SKU-1020,14,8091.0,5700.464421575499,False,False,False,False,,Healthy
2026-05-10,SKU-1021,10,6759.0,4371.112906330162,False,False,False,False,,Healthy
2026-05-10,SKU-1022,3,788.0,543.4788839525452,False,False,False,False,,Healthy
2026-05-10,SKU-1023,7,2390.0,1686.5234527944658,False,False,False,False,,Healthy
2026-05-10,SKU-1024,7,1857.0,1723.5133706983204,False,False,False,False,,Healthy
2026-05-11,SKU-1000,7,980.0,795.0094102795209,False,False,False,False,,Healthy
2026-05-11,SKU-1001,5,0.0,2296.989698094238,True,True,True,False,1.0,Critical
2026-05-11,SKU-1002,3,0.0,802.3598279859918,True,True,True,False,1.0,Critical
2026-05-11,SKU-1003,7,1607.0,1402.5865704252244,False,False,False,False,,Healthy
2026-05-11,SKU-1004,7,391.0,1260.8148226465894,True,True,True,True,3.0,Watch
2026-05-11,SKU-1005,10,1915.0,1079.8699799661554,False,False,False,False,,Overstock
2026-05-11,SKU-1006,10,8274.0,5102.180475260186,False,False,False,False,,Healthy
2026-05-11,SKU-1007,14,8788.0,6397.89929533277,False,False,False,False,,Healthy
2026-05-11,SKU-1008,5,599.0,442.06019752773864,False,False,False,False,,Healthy
2026-05-11,SKU-1009,14,2987.0,5426.24712311027,True,True,False,False,,Watch
2026-05-11,SKU-1010,3,1167.0,613.0007362328074,False,False,False,False,,Healthy
2026-05-11,SKU-1011,14,3961.0,2578.2990888052677,False,False,False,False,,Healthy
2026-05-11,SKU-1012,14,9069.0,5934.766094410666,False,False,False,False,,Healthy
2026-05-11,SKU-1013,10,5894.0,4804.161016606246,False,False,False,False,,Healthy
2026-05-11,SKU-1014,7,3685.0,1958.8278519916685,False,False,False,False,,Overstock
2026-05-11,SKU-1015,7,2425.0,2598.5037322624644,True,True,False,False,,Watch
2026-05-11,SKU-1016,14,2835.0,3668.1568153530566,True,True,False,False,,Watch
2026-05-11,SKU-1017,3,0.0,1005.3494917317519,True,True,True,False,1.0,Critical
2026-05-11,SKU-1018,14,5953.0,3984.65736256909,False,False,False,False,,Healthy
2026-05-11,SKU-1019,14,12482.0,7584.63084173765,False,False,False,False,,Healthy
2026-05-11,SKU-1020,14,7269.0,5936.023115889447,False,False,False,False,,Healthy
2026-05-11,SKU-1021,10,6322.0,4157.179236786984,False,False,False,False,,Healthy
2026-05-11,SKU-1022,3,517.0,586.2744734892904,True,True,False,False,,Watch
2026-05-11,SKU-1023,7,2153.0,1678.3477987720087,False,False,False,False,,Healthy
2026-05-11,SKU-1024,7,1492.0,1715.3111765753426,True,True,False,False,,Watch
2026-05-12,SKU-1000,7,838.0,807.4002429492415,False,False,False,False,,Healthy
2026-05-12,SKU-1001,5,0.0,2241.8671065128483,True,True,False,False,,Critical
2026-05-12,SKU-1002,3,0.0,744.8988335607288,True,True,True,False,1.0,Critical
2026-05-12,SKU-1003,7,1402.0,1388.5364696468182,False,False,False,False,,Healthy
2026-05-12,SKU-1004,7,204.0,1242.5722129233873,True,True,True,True,2.0,Critical
2026-05-12,SKU-1005,10,1818.0,1045.7393067139915,False,False,False,False,,Overstock
2026-05-12,SKU-1006,10,7604.0,5084.70134357835,False,False,False,False,,Healthy
2026-05-12,SKU-1007,14,8082.0,6493.82471540386,False,False,False,False,,Healthy
2026-05-12,SKU-1008,5,510.0,434.03955697188087,False,False,False,False,,Healthy
2026-05-12,SKU-1009,14,8772.0,5340.54998845993,False,False,False,False,,Healthy
2026-05-12,SKU-1010,3,988.0,604.3540300856697,False,False,False,False,,Healthy
2026-05-12,SKU-1011,14,3802.0,2647.604610111999,False,False,False,False,,Healthy
2026-05-12,SKU-1012,14,8631.0,5860.065057718719,False,False,False,False,,Healthy
2026-05-12,SKU-1013,10,5572.0,4652.6866528895,False,False,False,False,,Healthy
2026-05-12,SKU-1014,7,3427.0,1965.3272522845323,False,False,False,False,,Healthy
2026-05-12,SKU-1015,7,1979.0,2574.9325716432118,True,True,False,False,,Watch
2026-05-12,SKU-1016,14,2530.0,3633.7091537124616,True,True,False,False,,Watch
2026-05-12,SKU-1017,3,0.0,1019.0137861476692,True,True,True,False,1.0,Critical
2026-05-12,SKU-1018,14,5555.0,4104.040072814389,False,False,False,False,,Healthy
2026-05-12,SKU-1019,14,11724.0,7910.833070230329,False,False,False,False,,Healthy
2026-05-12,SKU-1020,14,6805.0,5884.932829988557,False,False,False,False,,Healthy
2026-05-12,SKU-1021,10,5815.0,4188.4957496529605,False,False,False,False,,Healthy
2026-05-12,SKU-1022,3,969.0,592.7056323014498,False,False,False,False,,Healthy
